"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","M1Q1","M1Q2","M1Q3","M1Q4","M1Q5","M1Q6","M1Q7","M1Q8","M1Q9","M1Q10","M2Q1","M2Q2","M2Q3","M2Q4","M2Q5","M2Q6","M2Q7","M2Q8","M2Q9","M2Q10","M3Q1","M3Q2","M3Q3","M3Q4","M3Q5","M3Q6","M3Q7","M3Q8","M3Q9","M3Q10","M4Q1","M4Q2","M4Q3","M4Q4","M4Q5","M4Q6","M4Q7","M4Q8","M4Q9","M4Q10","M5Q1","M5Q2","M5Q3","M5Q4","M5Q5","M5Q6","M5Q7","M5Q8","M5Q9","M5Q10","TTPD","TCPD","WTPD","INPD","MD12TT1","MD12TT2","MD12TT3","MD12TT4","MD12TT5","MD345TT1","MD345TT2","MD345TT3","MD345TT4","MD345TT5","MD12WT1","MD12WT2","MD12WT3","MD12WT4","MD12WT5","MD345WT1","MD345WT2","MD345WT3","MD345WT4","MD345WT5","MD12INC1","MD12INC2","MD12INC3","MD12INC4","MD12INC5","MD345INC1","MD345INC2","MD345INC3","MD345INC4","MD345INC5","M15TC1","M15TC2","M15TC3","M15TC4","M15TC5","M3TC1","M3TC2","M3TC3","M3TC4","M3TC5","MD12WH1","MD12WH2","MD12WH3","MD12WH4","MD12WH5","MD345WH1","MD345WH2","MD345WH3","MD345WH4","MD345WH5","MD12WM1","MD12WM2","MD12WM3","MD12WM4","MD12WM5","MD345WM1","MD345WM2","MD345WM3","MD345WM4","MD345WM5"
30,"R_22ukwOgfNZByL76",444,27,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,1,1,2,1,2,1,0,0,1,0,0,"C","A","C","C","C","C","A","C","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5,420,90,21,24,30,36,39,15,20,30,40,45,408,414,420,426,432,400,410,420,430,440,87.43,88.71,90,91.29,92.57,85.71,87.86,90,92.14,94.29,3,4,5,6,7,2.5,3.5,5,6.5,7.5,6,6,7,7,7,6,6,7,7,7,48,54,0,6,12,40,50,0,10,20
31,"R_eEfl4DzZcjzttrb",392,18,1,0,0,0,0,1,0,1,1,0,0,2,1,3,0,1,0,0,0,1,0,4,4,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,-1,NA,1,2,1,2,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","B","A","B","B","C","B","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,480,104,21,24,30,36,39,15,20,30,40,45,468,474,480,486,492,460,470,480,490,500,101.4,102.7,104,105.3,106.6,99.67,101.83,104,106.17,108.33,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,48,54,0,6,12,40,50,0,10,20
32,"R_1291eXQL0KuRvm4",513,20,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,5,5,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,2,1,1,1,0,0,0,1,0,"B","B","A","B","B","A","A","B","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10.5,450,200,16.1,18.4,23,27.6,29.9,8,13,23,33,38,440.8,445.4,450,454.6,459.2,430,440,450,460,470,195.91,197.96,200,202.04,204.09,191.11,195.56,200,204.44,208.89,6.3,8.4,10.5,12.6,14.7,8,9,10.5,12,13,7,7,7,7,7,7,7,7,7,7,21,25,30,35,39,10,20,30,40,50
33,"R_12SiRiKYDbRAN5F",690,47,0,0,1,0,0,1,1,0,0,1,0,1,2,1,0,1,0,1,0,0,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,2,1,2,2,1,0,0,0,1,0,"B","C","A","B","B","A","C","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2.08,540,104.17,21,24,30,36,39,15,20,30,40,45,528,534,540,546,552,520,530,540,550,560,101.86,103.01,104.17,105.33,106.48,100.31,102.24,104.17,106.1,108.03,1.25,1.66,2.08,2.5,2.91,-0.42,0.58,2.08,3.58,4.58,8,8,9,9,9,8,8,9,9,9,48,54,0,6,12,40,50,0,10,20
34,"R_3dMpRV8pBZZgZWG",596,40,0,1,0,0,0,1,1,0,1,0,0,3,5,2,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,-1,2,-2,2,0,-1,1,0,0,1,0,0,"C","C","C","A","B","C","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5,480,102,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,98.6,100.3,102,103.7,105.4,97.75,99.87,102,104.13,106.25,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
35,"R_2S8PvZ2VDCMwILW",577,43,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,0,0,2,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","A","B","B","A","C","B","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,7,480,160,49,56,70,84,91,55,60,70,80,85,452,466,480,494,508,460,470,480,490,500,150.67,155.33,160,164.67,169.33,153.33,156.67,160,163.33,166.67,4.2,5.6,7,8.4,9.8,4.5,5.5,7,8.5,9.5,7,7,8,8,8,7,7,8,8,8,32,46,0,14,28,40,50,0,10,20
36,"R_3JzqxIa8dHh4Oi1",458,28,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,-1,-2,1,1,2,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","C","C","C","C","B","B","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,480,248,63,72,90,108,117,75,80,90,100,105,444,462,480,498,516,460,470,480,490,500,229.4,238.7,248,257.3,266.6,237.67,242.83,248,253.17,258.33,6,8,10,12,14,7.5,8.5,10,11.5,12.5,7,7,8,8,8,7,7,8,8,8,24,42,0,18,36,40,50,0,10,20
37,"R_300QRafoujkjf5u",457,35,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,-1,1,1,1,0,0,1,0,0,"C","A","A","A","B","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,16.67,720,300,21,24,30,36,39,15,20,30,40,45,708,714,720,726,732,700,710,720,730,740,295,297.5,300,302.5,305,291.67,295.83,300,304.17,308.33,10,13.34,16.67,20,23.34,14.17,15.17,16.67,18.17,19.17,11,11,12,12,12,11,11,12,12,12,48,54,0,6,12,40,50,0,10,20
38,"R_prqq6Fahzjz3W6t",446,28,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,"C","A","B","C","C","C","B","C","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,10,390,60,31.5,36,45,54,58.5,30,35,45,55,60,372,381,390,399,408,370,380,390,400,410,57.23,58.62,60,61.38,62.77,56.92,58.46,60,61.54,63.08,6,8,10,12,14,7.5,8.5,10,11.5,12.5,6,6,6,6,6,6,6,6,6,6,12,21,30,39,48,10,20,30,40,50
39,"R_NXcaAvFPWjZi61X",1301,32,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,2,2,1,0,0,0,1,0,"A","A","A","A","A","A","B","B","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,6.25,750,68.5,14,16,20,24,26,5,10,20,30,35,742,746,750,754,758,730,740,750,760,770,67.77,68.13,68.5,68.87,69.23,66.67,67.59,68.5,69.41,70.33,3.75,5,6.25,7.5,8.75,3.75,4.75,6.25,7.75,8.75,12,12,12,12,12,12,12,12,12,12,22,26,30,34,38,10,20,30,40,50
40,"R_UxQqS094lmNNO2B",996,34,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,0,1,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,-2,0,1,1,2,1,0,0,0,1,0,"C","C","C","A","B","C","B","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,5,570,300,21,24,30,36,39,15,20,30,40,45,558,564,570,576,582,550,560,570,580,590,293.68,296.84,300,303.16,306.32,289.47,294.74,300,305.26,310.53,3,4,5,6,7,2.5,3.5,5,6.5,7.5,9,9,9,9,9,9,9,9,9,9,18,24,30,36,42,10,20,30,40,50
41,"R_1NxHByvhGkusscl",628,50,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,-1,0,1,1,1,0,0,0,0,1,"B","C","C","C","B","A","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11,480,45,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,43.5,44.25,45,45.75,46.5,43.12,44.06,45,45.94,46.88,6.6,8.8,11,13.2,15.4,8.5,9.5,11,12.5,13.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
42,"R_1mIXsEYfLpYOFU6",656,32,0,1,0,0,0,1,1,0,1,0,0,2,0,1,1,0,0,0,0,0,1,5,5,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,-1,1,-1,1,2,2,1,0,0,0,1,0,"C","A","C","C","B","C","C","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,360,100,14,16,20,24,26,5,10,20,30,35,352,356,360,364,368,340,350,360,370,380,97.78,98.89,100,101.11,102.22,94.44,97.22,100,102.78,105.56,3,4,5,6,7,2.5,3.5,5,6.5,7.5,5,5,6,6,6,5,5,6,6,6,52,56,0,4,8,40,50,0,10,20
43,"R_2bQA6PZktjMON76",806,30,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,-1,-1,2,1,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","C","A","C","C","A","C","A","A","A",85,2,480,240,59.5,68,85,102,110.5,70,75,85,95,100,446,463,480,497,514,460,470,480,490,500,223,231.5,240,248.5,257,230,235,240,245,250,1.2,1.6,2,2.4,2.8,-0.5,0.5,2,3.5,4.5,7,7,8,8,8,7,7,8,8,8,26,43,0,17,34,40,50,0,10,20
44,"R_2zpw9o1Sv4zwqZS",526,28,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,-1,1,2,0,0,1,0,0,0,1,0,"C","A","B","B","B","B","A","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.5,480,350,21,24,30,36,39,15,20,30,40,45,468,474,480,486,492,460,470,480,490,500,341.25,345.62,350,354.38,358.75,335.42,342.71,350,357.29,364.58,0.9,1.2,1.5,1.8,2.1,-1,0,1.5,3,4,7,7,8,8,8,7,7,8,8,8,48,54,0,6,12,40,50,0,10,20
45,"R_1pE7UiQklEvrgGF",483,27,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,2,1,1,1,0,1,0,0,0,"C","C","C","C","C","C","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,360,80,16.8,19.2,24,28.8,31.2,9,14,24,34,39,350.4,355.2,360,364.8,369.6,340,350,360,370,380,77.87,78.93,80,81.07,82.13,75.56,77.78,80,82.22,84.44,3,4,5,6,7,2.5,3.5,5,6.5,7.5,5,5,6,6,6,5,5,6,6,6,50,55,0,5,10,40,50,0,10,20
46,"R_1GE5ugppev6qjgO",571,41,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,"C","A","C","B","B","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,480,162.5,30.8,35.2,44,52.8,57.2,29,34,44,54,59,462.4,471.2,480,488.8,497.6,460,470,480,490,500,156.54,159.52,162.5,165.48,168.46,155.73,159.11,162.5,165.89,169.27,6,8,10,12,14,7.5,8.5,10,11.5,12.5,7,7,8,8,8,7,7,8,8,8,42,51,0,9,18,40,50,0,10,20
47,"R_3RyEJLrEjrhjHgt",887,34,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,2,1,1,1,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","C","C",65,2,480,80,45.5,52,65,78,84.5,50,55,65,75,80,454,467,480,493,506,460,470,480,490,500,75.67,77.83,80,82.17,84.33,76.67,78.33,80,81.67,83.33,1.2,1.6,2,2.4,2.8,-0.5,0.5,2,3.5,4.5,7,7,8,8,8,7,7,8,8,8,34,47,0,13,26,40,50,0,10,20
48,"R_UcgidKiBTcungKB",896,39,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,1,1,1,1,0,0,0,1,0,"C","A","A","A","B","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2.5,420,90,15.4,17.6,22,26.4,28.6,7,12,22,32,37,411.2,415.6,420,424.4,428.8,400,410,420,430,440,88.11,89.06,90,90.94,91.89,85.71,87.86,90,92.14,94.29,1.5,2,2.5,3,3.5,0,1,2.5,4,5,6,6,7,7,7,6,6,7,7,7,51,56,0,4,9,40,50,0,10,20
49,"R_2ckfONjZLMGWBdX",761,35,0,1,0,0,0,1,1,0,0,1,0,2,1,1,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,2,1,1,1,1,0,0,0,1,0,"B","B","A","B","A","A","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,13.25,320,500,28,32,40,48,52,25,30,40,50,55,304,312,320,328,336,300,310,320,330,340,475,487.5,500,512.5,525,468.75,484.37,500,515.63,531.25,7.95,10.6,13.25,15.9,18.55,10.75,11.75,13.25,14.75,15.75,5,5,5,5,5,5,5,5,5,5,4,12,20,28,36,0,10,20,30,40
50,"R_1X2xeHu3DMTNEnn",811,38,0,1,0,0,1,0,1,0,0,1,0,1,2,1,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,1,1,1,2,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","B","C","C","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,5,510,105,49,56,70,84,91,55,60,70,80,85,482,496,510,524,538,490,500,510,520,530,99.24,102.12,105,107.88,110.76,100.88,102.94,105,107.06,109.12,3,4,5,6,7,2.5,3.5,5,6.5,7.5,8,8,8,8,8,8,8,8,8,8,2,16,30,44,58,10,20,30,40,50
51,"R_3k7Lrnl1Gjz7Oiw",1194,45,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,0,-1,1,2,1,1,1,0,0,1,0,0,"B","C","A","A","C","B","A","A","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3.2,600,88,35,40,50,60,65,35,40,50,60,65,580,590,600,610,620,580,590,600,610,620,85.07,86.53,88,89.47,90.93,85.07,86.53,88,89.47,90.93,1.92,2.56,3.2,3.84,4.48,0.7,1.7,3.2,4.7,5.7,9,9,10,10,10,9,9,10,10,10,40,50,0,10,20,40,50,0,10,20
52,"R_eVYk2Qk1Kwdh6kV",897,29,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,0,-2,0,1,-1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","B","C","A","B","C",60,1.27,480,120,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,114,117,120,123,126,115,117.5,120,122.5,125,0.76,1.02,1.27,1.52,1.78,-1.23,-0.23,1.27,2.77,3.77,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
53,"R_1jSXpb8aILieAP9",1061,37,0,1,0,0,1,0,0,1,0,1,0,6,0,4,1,0,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,0,NA,-1,1,2,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","A","C","A","A","A","A","C","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,540,91.67,24.5,28,35,42,45.5,20,25,35,45,50,526,533,540,547,554,520,530,540,550,560,89.29,90.48,91.67,92.86,94.05,88.27,89.97,91.67,93.37,95.07,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,8,8,9,9,9,8,8,9,9,9,46,53,0,7,14,40,50,0,10,20
54,"R_Rtq78ikeZu91DMJ",626,26,1,0,0,0,0,1,1,0,1,0,0,4,0,4,0,1,0,0,0,0,1,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,0,1,0,2,-1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","B","C","A","B","C","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,13.33,390,53.33,42,48,60,72,78,45,50,60,70,75,366,378,390,402,414,370,380,390,400,410,50.05,51.69,53.33,54.97,56.61,50.6,51.96,53.33,54.7,56.06,8,10.66,13.33,16,18.66,10.83,11.83,13.33,14.83,15.83,6,6,6,6,6,6,6,6,6,6,6,18,30,42,54,10,20,30,40,50
55,"R_1FOZJ99dLZt76R0",1189,30,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,2,2,1,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","A","A","B","A","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4,360,300,42,48,60,72,78,45,50,60,70,75,336,348,360,372,384,340,350,360,370,380,280,290,300,310,320,283.33,291.67,300,308.33,316.67,2.4,3.2,4,4.8,5.6,1.5,2.5,4,5.5,6.5,5,5,6,6,6,5,5,6,6,6,36,48,0,12,24,40,50,0,10,20
56,"R_3rG5f6aQRHob9WV",1256,35,0,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0,0,0,1,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,2,0,0,0,1,-1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","A","A","C","B","A","A","A","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,20,330,116.67,49.7,56.8,71,85.2,92.3,56,61,71,81,86,301.6,315.8,330,344.2,358.4,310,320,330,340,350,106.63,111.65,116.67,121.69,126.71,109.6,113.13,116.67,120.21,123.74,12,16,20,24,28,17.5,18.5,20,21.5,22.5,5,5,5,5,5,5,5,5,5,5,2,16,30,44,58,10,20,30,40,50
57,"R_cAVyu62rUtGbIYh",1361,25,1,0,0,0,0,1,0,1,0,1,0,2,0,2,1,0,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,-1,2,2,2,1,1,1,0,0,0,1,0,"C","A","A","A","B","A","B","A","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0.94,490,250,22.4,25.6,32,38.4,41.6,17,22,32,42,47,477.2,483.6,490,496.4,502.8,470,480,490,500,510,243.47,246.73,250,253.27,256.53,239.8,244.9,250,255.1,260.2,0.56,0.75,0.94,1.13,1.32,-1.56,-0.56,0.94,2.44,3.44,7,8,8,8,8,7,8,8,8,8,57,4,10,16,23,50,0,10,20,30
58,"R_2fjoynTw8614drE",1557,55,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,-1,-2,-2,-2,2,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,3.8,480,200,45.5,52,65,78,84.5,50,55,65,75,80,454,467,480,493,506,460,470,480,490,500,189.17,194.58,200,205.42,210.83,191.67,195.83,200,204.17,208.33,2.28,3.04,3.8,4.56,5.32,1.3,2.3,3.8,5.3,6.3,7,7,8,8,8,7,7,8,8,8,34,47,0,13,26,40,50,0,10,20
